fromAccountNumber,toAccountNumber,transferAmount
69232626,64251813,8341.46
35157953,34667781,6415.65
00082976,13446390,14489.56
14186981,44680961,7668.17
86262477,83423284,3317.17
65363850,77659750,405.67
42494966,90970092,24062.69
40231624,64813622,24482.18
94165371,76418945,4182.29
40053905,81699773,2686.85
33036007,91952066,9881.03
97299004,21331480,5793.8
98240517,29131518,15062.81
14652479,16549616,24741.53
37107956,57103044,3740.63
96071168,38811470,24094.65
10837122,21714849,5061.03
39630827,07333491,10065.58
10319338,21988905,10142.14
39257208,22732781,22596.84
55495127,07355660,5563.41
54310599,46207128,15687.81
05765799,07840067,6435.23
08919281,23039179,13149.95
31394338,67877096,13582.07
10878859,06750879,13039.04
77405357,90287787,13458.58
45899171,53243805,16600.75
12445578,85538139,3381.59
01867688,08062888,8678.06
68119195,94692747,5500.93
17511179,75962760,12403.43
21361340,94408966,19899.15
65870655,80662860,1557.68
04120827,06848361,839.37
43371815,40259475,5352.53
46772787,20382339,185.89
43625062,50717491,20165.69
03967065,09724204,23365.28
42228066,99262259,11891.22
60588456,41467510,4603.93
54310902,75016906,9840.19
81633289,47939530,6900.38
92692978,14363429,11666.29
43043811,43517466,4455.06
34424803,41837054,8815.29
55825337,11282938,497.09
18566314,32988383,7787.57
59720881,16304192,18442.1
86680899,37706005,21285.54
53382481,31458474,11968.42
29660315,62851572,2860.1
40389202,01173147,13520.68
13596408,94955026,7124.39
51042707,78024304,2574.74
83228063,45507816,8145.11
73626053,31814591,22713.3
77376862,88578682,3315.66
16549616,82172169,22363.99
27187456,47512122,21758.75
36077724,36142101,3485.08
25457728,43298716,11328.09
52391019,82639129,21131.64
20051655,99727727,23559.12
03725597,26775036,18519.93
24215039,26934969,12466.27
09466623,96838365,12592.24
12784141,96885673,4780.23
34302897,36223954,443.9
80832959,57855332,17015.17
21632549,21006869,8890.24
95160849,65517949,3522.64
50310340,68544829,51.12
12903542,57470542,18771.62
84177452,75929008,14278.74
77357953,33268552,5196.05
37153502,23518124,5774.68
56420470,79077460,16227.23
21705953,10884966,6422.83
85712652,22321022,13219.91
27811382,49814453,412.06
32519518,13636500,1745.68
38360879,87880564,17048.81
48442831,18700091,24629.51
23812406,10576571,11229.19
56281361,82326555,20670.55
13651176,83743931,19165.38
46887399,99489182,20311.77
33094328,86871846,5786.16
38597572,50250783,10542.44
99484996,38402937,5082.28
44520007,61541221,13535.56
97974284,77615954,18474.38
90850431,50022748,19089.11
19907543,41095317,9923.46
89475898,38683664,9378.23
39408839,40122052,17361.02
76534713,31104166,20684.29
50928248,92399198,8178.34
48942430,12242818,3904.95
00725361,41467978,1297.55
94157154,46884275,17858.74
56910544,61714908,18506.44
17880480,95758442,22558.39
07207884,55810340,18468.14
34282014,24237239,13454.84
21595707,83791079,16691.25
39349521,93004572,1832.4
82470517,40331157,19950.41
41127667,03802762,17498.63
62768726,64397443,24208.53
31799270,79173032,11620.01
95873572,09644038,21637.33
37269005,30774353,20556.13
36998845,66137108,6977.98
72890820,59819325,21157.56
54307636,57434766,4418.24
58975657,71153292,8621.82
67325894,75351045,18586.11
21465741,65602041,13774.58
35932192,89113905,24150.37
53942876,91697097,14065.52
91678744,86424301,17716.27
28899235,74095841,11992.26
46058010,21695216,4830.4
74765027,09755024,14372.9
57329147,33890951,9556.1
51991111,62733007,13486.9
87938166,39337092,3237.91
11207467,19553399,14658.12
10199930,06354671,14659.83
92074880,62131674,13964.21
67129713,32683936,17268.27
82362218,46272430,18106.2
88906560,58651636,6987.85
23349476,54297951,11909.86
92640252,25416367,19014.12
33871622,45023552,11190.31
82769932,43647149,6349.08
79897631,66370208,17903.17
19690834,89528075,848.28
09424272,73798156,9383.23
84881809,26942827,14519.92
29477159,54040984,4864.99
92616127,05484157,4741.73
37403263,04548836,19763.95
26584478,49247312,4766.39
11085621,13183950,4770.69
95371719,05295654,15185.79
91233677,35351566,15184.99
93984973,63826869,17319.79
64475257,13987541,2589.28
38215469,66693161,13587.99
95535975,32777550,18270.48
78524385,83847097,21927.34
26672069,62597760,12131.37
39616548,10582466,3620.33
67813551,28901655,24039.59
04514060,67030408,15630.09
10699263,04874874,14977.61
17876377,24333429,14754.48
20552497,15273536,9954.11
32772104,34506424,15965.15
73821892,08785329,8132.22
48352611,68572051,12231.69
66264033,43392025,2612.68
99732608,50394135,1352.48
69591495,30969148,3771.17
63914269,64617398,17193.57
94362657,57163475,4589.51
62254861,38002779,2206.89
22990303,22846563,22714.41
75661649,16319370,10941.38
60587237,23784581,17437.25
19658254,53017291,16390.94
89829134,35802501,12601.66
89540756,55104777,18258.27
56519983,97306245,12953.97
59292425,43558391,22601.53
77841391,43201365,5058.71
94591002,62258012,15834.78
00284899,33224541,22205.91
11010944,99403072,12486.98
51367312,41485262,990.44
47100718,82748920,3469.37
56681871,27716618,6417.88
47993686,22773562,18038.81
03304556,20211059,2128.41
47136816,65369265,14792.51
43341641,41809013,17090.46
60463142,54202139,21429.32
37512095,35809432,21708.91
67005307,52291227,17294.11
96799963,03490945,6589.11
20604691,95349084,1778.27
92036505,67479528,14066.71
92412958,21415265,21636.8
71912752,95395265,15767.19
66135852,21824685,7631.63
51570378,52573354,15328.88
13292980,68600051,13427.29
14390340,70017892,1097.29
80861836,66395553,13202.78
66287513,45988950,6123.15
15523846,59835981,15356.07
28135982,60139559,1389.7
91618481,01280500,2714.34
05975143,69177484,20847.15
39484093,85732919,8383.04
14971457,12923861,13580.35
68111342,63973754,18206.15
09588349,11475408,21573.34
29615261,82278588,23870.65
80922254,26568461,15455.38
62915212,45172687,8014.14
36540709,77737731,1341.22
22912886,15899927,21842.68
31386555,37586508,10205.07
73713388,84317704,24589.39
68995331,49001860,19529.3
35050537,97045922,21396.81
54235953,31522465,17864.92
29534968,64794570,20865.74
77307378,20137175,17438.5
61494411,37085001,6163.26
30701434,50711024,1818.01
82112301,66825234,1055.99
27585917,29930524,8526.38
23870055,95362748,21907.04
42695554,04622215,9249.36
37666620,60939265,8354.7
51204563,60962393,9374.97
67947430,54864054,19331.93
02967967,82678432,3546.18
27437803,43202348,14906.07
55206020,60056429,15341.78
86249263,60945839,17688.04
15773081,30134645,8489.08
48605311,21127533,22006.86
06672515,69374326,14722.84
35728566,54752412,8022.97
64444864,49530032,1413.15
62058704,92271197,14148.88
67703753,72112397,24612.9
08685285,32967081,16302.46
37910600,51929534,4500.63
90197079,59030324,5956.91
53982414,24125499,17355.18
97471431,58856444,17129.92
53579010,76544088,21024.48
13945237,03672082,21414.22
39631602,27153734,17016.11
68260835,78282049,13851.01
65487600,03283356,22139.18
59956334,35955108,1371.64
76348242,60013330,9986.19
16843509,67938377,12553.19
89081174,85043039,4590.12
50419494,45579363,7088.83
25903423,00203555,13127.31
13292140,39316301,8659.62
20729455,05740659,24985.34
51060244,58362686,12296.17
19200545,26263717,1891.56
03862186,12686278,7629.93
42903062,58841433,8004.61
00501293,71304250,18155.02
18578041,05875016,17265.41
15063496,37798031,7551.05
68149673,04547891,17771.42
45685736,53230348,5044.3
61786615,43064441,15744.65
54840201,60905499,24544.53
42839521,07312236,2982.76
68975197,43466528,5556.49
48710862,45332685,4678.11
73754954,96169629,9919.67
47159143,82741037,1550.43
27334591,46742261,15398.21
21312410,41044100,21726.7
94738520,80875208,19072.06
76063404,59603498,9424.11
55220491,89784419,19523.35
83256851,98305711,16232.82
57845838,34701751,20969.86
05097296,04136040,17439.84
76147883,29807338,9536.5
70778687,30737624,12636.91
26300191,44345549,2849.76
45224508,00961875,4477.09
98437207,20340766,16743.43
69660498,61047808,20251.81
12121830,27881866,17264.89
35977773,06649609,22543.93
68286392,90136931,19228.4
13686093,10447789,1926.94
26085722,05449156,6624.91
42403531,82450809,11730.48
49414912,57994406,22905.33
96241998,27330074,13706.57
27725610,10457986,9476.63
46339959,54787834,16343.3
63301762,23508620,10845.71
64065489,40648637,18472.87
39724601,61135581,1592.67
42217381,47718944,19602.13
81171514,24606073,2748.07
00284509,33805115,18007.48
58608333,90227356,24294.28
16475786,77668998,15628.6
13029104,88098258,3852.68
43487387,35531296,8856.48
59449102,52345197,14559.17
94849547,07204623,16545.19
27224496,90466953,13128.02
07391675,58539651,15134.0
97563693,26506500,19387.29
76995477,36905416,17819.74
94051476,52278617,17592.96
50323425,36314652,16782.64
34121085,12961061,16328.8
33731636,90370403,3151.41
03028827,83791215,22752.57
44346645,54660236,583.38
32832594,60867933,11683.66
60591067,04541493,20687.28
23093508,38881718,19070.01
75074920,03785195,2999.85
92078062,26182537,20202.02
80397410,12937370,19473.5
41871188,76071478,3657.55
91215864,84334732,5120.22
96815892,52084638,5646.07
88771588,82133467,10207.01
04831624,92000018,853.7
66773955,58793077,3827.38
58302033,55199414,6615.84
49297089,71398457,24364.61
17476379,57595566,7335.85
23253117,00309486,22069.46
23752481,49564679,5249.6
44378301,44769567,4200.13
31854078,81886722,7838.76
14339462,52132582,11135.12
37696825,67043835,15712.37
98391202,19269986,23001.38
91843722,27707944,2333.14
29466276,62745062,10272.64
66357797,52705304,20102.33
49280074,60566706,21688.37
62290258,31838979,20664.09
69857072,37634995,13089.22
78166592,64044064,14802.6
89016350,99814847,10428.45
23495364,96148334,19560.19
96601792,75295264,11207.51
08336026,62452274,7610.98
63950670,47810570,1924.3
83778926,32133707,22486.04
73017172,27940570,17713.31
73069508,51687366,19116.5
43634460,10548981,7823.65
92039360,01375626,17995.56
44046835,58029206,3678.62
41084892,67247943,19771.63
09976214,80062844,23286.02
99417871,79159098,20363.2
69383755,95491264,11213.8
18957563,70985078,22689.98
57228693,96304150,24994.66
14316036,86243179,3303.25
40777047,06880392,2456.09
02471020,93027014,3899.36
18968606,24007849,23389.59
00963060,55083256,2520.28
49720778,42537564,563.46
69091445,04493631,1403.8
41439715,51084752,4200.42
39281746,67456901,4355.64
55937351,43696833,19973.58
83298950,04148869,24403.98
83258879,45788024,20326.77
56639490,07785023,20361.9
96621172,00629447,16034.72
21200540,94971736,15759.23
48368315,10045404,4884.15
78474246,13034818,11643.37
31784641,10785874,4002.69
00026086,92479944,13984.18
49427769,14698651,1737.19
80577379,57478869,3895.91
77907943,35296829,18091.01
17349970,75887575,2429.21
61082113,29132430,21232.59
09434752,38245756,18882.09
64323930,34066171,10787.11
64527116,31401449,20084.84
76870477,06282424,224.48
08513632,51743536,18145.07
67857111,53110244,23372.48
44407865,85853256,8901.1
47919594,77835895,14901.04
12442843,23922686,12959.87
08569851,39200723,7092.44
98741175,08054982,1143.12
37964924,46770264,18049.99
31478830,17809948,11149.25
09644366,10191859,5719.5
81509034,67483969,17345.36
09708846,93468763,16455.72
71281780,06550653,6675.51
53676986,94392104,3200.68
13014063,81678112,9419.45
98851980,11280248,12539.91
29907731,27493250,6852.88
87299083,11946069,19871.84
14854767,09515475,6934.96
10841860,16006409,419.39
69118340,93783477,681.5
24141857,40833798,22386.49
38116087,71498713,16342.19
45519680,34219102,16194.33
54912984,87921236,23756.74
21543517,94280326,6786.16
47829190,40924427,13664.78
91209412,93763905,10343.87
10044490,95130286,19486.41
23651227,49805000,14761.84
83118074,03813904,3818.28
31347556,33117676,22762.34
64302713,88684741,7701.07
70106756,71881874,7221.93
57679990,40815657,22547.11
57008691,76697470,12886.56
93986793,64561745,5265.54
03565162,70213256,2346.72
98894246,52339653,3657.59
80087274,86082983,19170.77
59905097,81639816,5444.43
67689767,46737328,12465.02
90335853,94770728,698.75
80091042,58986752,19175.0
89227947,24099158,13287.91
88170930,26188300,8278.95
83534706,24350204,11391.81
12068081,13624996,13826.95
02386102,66450078,16091.99
80204756,16866690,11477.49
80325567,05270651,384.17
88098739,61540774,10440.24
76948466,22815903,9536.48
59281450,86598637,3852.33
19043036,10300374,22528.91
06485887,89510605,9191.4
36791583,01920901,24458.49
66402633,10489505,6693.69
25744163,47228733,7651.11
05895434,61070981,2190.16
54171411,07120800,19134.22
61852846,19087054,23899.4
95258133,37422851,4806.78
37603786,94559439,10212.71
41699034,10543238,19687.15
42536048,21205675,12588.0
56708547,98956623,22015.77
35697718,08186560,5425.06
66048725,68383763,5639.73
46977953,14568138,13857.63
92334779,11587781,5786.41
43320431,91366863,8431.6
17550864,87771756,18638.7
09363915,68995331,23231.0
54144125,45910203,12111.7
95525785,37492953,13028.94
15474179,81426867,2165.47
16610323,16598331,8516.35
43192816,79207324,23525.2
26023748,15455932,24474.67
34046951,28963318,22839.46
29181537,38200793,4292.77
37013493,88162553,7013.54
31105255,36283040,18687.58
31147156,58257494,14428.32
45188329,19157450,7316.61
88835129,13220891,2472.31
99533830,91589859,877.51
21904950,50568208,13956.88
51246266,53877635,2111.44
75979430,88527444,1871.67
21080289,37614515,24553.11
84746863,62043984,20786.7
68820145,23166509,4005.43
11331438,27423813,13211.36
88141343,29192199,21623.52
93099080,42431435,17187.49
36776054,11730552,517.95
26459141,13013264,2293.06
65017296,30949409,19733.62
76726675,45740602,12685.57
83593802,63688474,1783.9
02291161,20052454,2010.98
34439524,17156356,13287.6
94858846,76386145,17649.97
59870616,84116321,21699.18
73458661,87958287,10694.39
78972384,02593173,20713.68
43935475,86635707,2332.38
17015134,10142783,11380.07
18299656,33922331,17626.45
98281756,36456536,20909.0
03436561,60626523,14846.75
54290471,29164905,15697.84
98196838,64191492,19793.19
89000311,95415345,21229.91
73564713,09330412,23422.0
28407508,15340641,5635.39
45296147,28435006,3220.46
96635827,98182015,19959.87
33291932,68201814,12877.92
70788181,55376396,13024.82
50371174,43580699,14412.8
83311895,07475917,993.85
95385693,45177392,16949.28
55876308,73894681,6290.4
11701163,99819569,15641.86
58249987,72540091,446.11
99339722,16665033,11744.36
86574372,28137504,24576.67
13155612,12397938,18548.72
00641784,44627676,14744.41
34565612,49573022,1256.25
47139992,00758192,6670.51
36813100,45872068,17796.19
12430512,07431890,700.33
32841800,59793267,9949.0
10969991,86469906,18498.96
08998767,62029490,23754.68
39533951,61690509,1760.34
91526243,32951455,23735.26
62399197,79433051,7897.27
61312364,21995095,10290.01
60574886,80335498,19822.89
72980071,81939626,21945.16
38436857,15462671,19609.03
60826268,81809806,23823.88
67808946,91269355,1213.92
82109950,02276649,577.04
09500990,70847246,18307.56
95900612,14576942,8488.98
02644097,96180815,8241.95
24772747,25449259,10865.58
80060246,62087728,15509.56
77831729,13629502,18060.4
53790460,42891215,2368.62
05782499,16445574,2025.77
43806331,20510619,11972.85
17879552,68142933,18445.12
97567233,90443695,16221.12
51065195,66105947,18494.16
73306139,27778180,17833.91
29517336,01222821,14574.3
77734037,62322201,2757.98
22530820,59235446,5753.57
37261788,06077853,10627.02
06423957,48098175,12038.52
15050953,03711194,23971.04
96472743,15167385,6709.69
62703550,81143894,14738.59
68415808,99236403,11564.68
78916388,26857336,23222.37
00634106,64227023,11994.16
25267471,48157575,17333.99
21849114,07683657,5087.9
91594679,40514697,13538.1
83551857,54655515,8935.88
95170862,89816943,22321.93
31496940,90440656,16078.36
94570519,15227164,909.05
53629319,07967856,7583.13
20951160,24258968,18149.52
45691539,42326861,18651.3
76871078,42581116,19012.23
99541415,92701533,15412.92
78849594,15949929,16734.49
68633493,76982798,3129.82
59441298,69545283,10100.88
60723444,34466100,5196.88
48920032,31665896,19703.18
87529593,93133777,12912.3
82071011,16256262,21288.97
18072860,68580049,16668.34
26267258,46912626,4550.66
74381449,84805393,21159.68
77132208,59635550,4974.91
79560443,54501805,10270.51
87605457,17300513,7908.35
82382223,22232816,15566.77
86275118,88265117,14773.62
72743867,72619551,18347.92
75740702,20349530,4100.19
21642227,72436943,3259.94
71776002,64194134,14859.66
87639865,30618275,8349.61
18305623,05027880,2786.34
99118877,41891346,13775.81
53492531,05367368,8515.89
09707641,01798494,16935.23
57160610,90981579,6748.2
99914561,19880426,19592.34
39406989,58616062,3971.31
41744581,29032877,16908.26
16634480,44927271,16368.81
67389834,94930801,23875.02
57002729,46852625,11191.29
22897411,42125334,21038.31
42929581,60096197,15061.03
58418260,23513358,20121.77
11978398,59368335,8423.32
77475480,29633012,18230.35
42672784,02225463,2275.37
59362982,66707660,10667.98
24643016,77555205,4145.52
42638377,52494659,11776.39
54256095,87247954,12471.8
38764578,08269294,7817.71
11828280,92280298,4706.52
03307649,99710477,8823.14
02393421,28727545,22966.07
83300509,86006668,2975.69
01935189,40414188,3559.59
51801342,58689530,1808.48
70458619,60708793,6279.51
39101990,92538665,7747.64
85683310,61154650,12296.34
40815862,43704453,7245.66
43837861,19618241,11087.42
98282708,60867872,2383.31
68413576,99718275,2458.42
91658296,99229511,21957.56
55899307,44589004,16536.61
76607707,72467114,4526.98
51061739,78367487,24428.01
79336918,98677313,20255.82
34078655,46036056,11314.31
14521379,49084054,11499.08
16006409,56176544,24206.37
49316629,58998885,22729.54
62027199,92837959,12834.48
57011981,10122099,1178.81
56488036,99474744,15945.56
32395600,62867214,14540.56
99676049,41076699,16320.76
51010805,25600896,20688.68
90485404,16459618,2967.03
75705244,64447384,5499.45
07042157,43469857,7429.8
84233523,72982334,4498.84
42666479,21115769,22726.8
03026328,03299487,19512.4
26988504,17769662,18377.18
05019052,21914331,22253.87
82783587,29355280,10528.17
30474024,48063579,7219.78
60108241,60430564,1888.1
79687027,47277090,21196.1
32131697,42367215,8123.64
44125448,69969409,9528.82
69398391,30065611,646.9
90522840,70311129,240.46
60294944,12774142,22819.37
95493640,14960048,19600.09
71844336,89016350,4435.06
37018191,36839940,9506.43
31605618,27984673,6458.16
45284311,12785537,17198.72
27856192,17085205,21503.59
98039494,26430843,11686.4
88189574,42763482,19537.93
61066168,52545863,16232.42
16988347,01835878,15784.16
75340438,00615976,20223.17
79776134,81446179,15317.93
50567942,31059831,10900.02
09981911,70081787,24285.08
90956515,87913408,16627.78
49283846,71185019,5454.74
65002339,39228130,11238.27
44777425,71109237,24674.92
39342782,22806291,18763.46
63859010,19355351,9687.82
54555532,15758071,20952.45
44906818,58427019,9194.59
11264408,38308154,10359.78
31564410,21474941,24962.16
29913244,23734920,24592.5
31011365,83284502,19461.98
66612612,18100907,11134.2
54623347,30084810,22745.34
83817724,64743318,9229.37
95674216,13639488,1194.64
32860580,30097032,1934.84
50457540,08884145,11264.44
34038949,56810172,10336.74
56505177,58606193,16337.85
30894174,59019497,4445.73
72754061,83970733,9357.96
62906159,14600586,15284.53
69104442,66440857,1081.0
07799570,26007984,9354.83
70048964,40009568,8388.45
23381223,85491922,23392.3
58051108,49348422,9719.93
03304556,17014687,10386.43
38853623,70543438,3546.22
55440998,37109257,5010.16
97103783,91820792,10691.66
22958068,77987853,17600.22
52405648,92910324,3149.31
29720378,42319573,1240.24
69350832,58762929,23371.8
93570299,19695303,2568.78
19694207,32705492,18627.64
87270907,47537637,4133.66
41895160,47883543,8542.59
19487489,74577668,17985.31
15484956,28390978,16575.0
76124778,27370223,13955.29
08628077,10175590,8559.03
26285177,69298868,8330.74
65231265,44262730,12760.17
54056282,66856320,14482.0
42387183,13121921,19117.77
90456596,89775660,24772.72
22762986,13802707,9769.95
01096682,78083813,22390.93
31546430,77970442,19544.45
77331199,44049355,2689.96
36745173,25455915,22687.77
51299903,11440369,7972.41
16085336,83150838,5789.9
10557501,74819768,12590.76
77957528,91195593,12530.8
41097649,36500659,21698.96
01594812,43152506,24926.98
31445030,08135230,2386.97
66485230,70867404,6098.97
72147498,00914765,11745.41
72805879,31088589,248.31
99638627,37284459,21276.1
68415808,88945903,5317.43
90323270,82535575,653.01
85310414,23101364,7003.16
15364012,04499282,19259.54
20578350,69860089,8863.69
48099547,70477917,10371.59
19590707,03253526,7353.79
43198504,37274672,24745.02
00041881,35535065,16658.49
13478834,24271981,11634.46
27152799,80881513,6648.81
23787629,00545426,14166.62
44258160,02080901,1281.42
64197098,00097079,22346.54
13399504,57997964,5053.31
92712232,99663827,12401.83
27142615,56226294,22174.47
74494811,79883573,15596.64
94708905,98547616,12469.88
62884914,56202953,3302.04
53595096,24295253,14386.74
56337167,67779765,11357.57
55084703,81767533,14635.25
78806535,51746575,20110.95
08655028,32845792,5562.08
38782558,96744000,6718.46
93091527,12548774,9647.19
07216428,70376265,3287.89
97534969,99402792,9485.5
18136357,54481558,11732.99
48820783,68147556,3842.76
14149528,45895548,9165.66
92239609,11449935,367.08
14975929,59442318,23020.47
37847289,19687865,3586.27
03865446,96265758,20756.49
65342350,08722065,15391.87
63767247,70474343,12505.12
90181689,05273911,11252.5
73869771,12192014,2265.0
32163186,67859399,24676.68
83215506,66254461,9884.16
31950220,28862352,16107.14
13156411,80471721,10694.94
20786687,10803936,23369.18
78890237,32481594,14772.67
60521507,87132663,20537.59
48448215,27534021,3584.83
46486455,89309469,14032.84
16246577,45996924,13609.45
87047387,70217155,17221.21
12080441,11181743,15666.68
24003780,72650691,2590.3
01637274,61341524,8994.38
85390751,29735419,16112.76
95929002,15415806,11403.19
25683684,32999600,1413.65
36352999,43277995,19121.29
34536674,34539095,10062.01
73262589,43271641,15410.46
34694374,32085525,19437.46
20977825,46284358,16355.9
11571162,61256538,24255.81
44073183,57989358,742.36
35624561,73038832,4831.39
51269036,52202650,17697.63
30156739,40762050,3967.99
53988973,64776194,8764.09
53691972,62527583,16347.48
46758675,76195198,22243.69
01554458,40182117,8360.31
15183170,06022518,21809.78
53788986,64757391,19809.24
72977323,19367958,11662.36
33598055,87714777,7683.26
84218759,81701698,3932.7
60480125,06672980,13751.29
23478770,42057611,17936.17
04242130,59370222,1917.29
87064803,14901010,24542.22
41438862,54504196,3503.14
15322401,70810523,6248.66
35703716,92147973,22323.47
76899270,98408528,2487.42
05889006,11439165,2712.04
24663434,18921199,10074.02
29957064,16983342,283.25
32451443,01230246,3992.52
60053343,84249449,8165.46
55871488,57638829,16226.37
74254118,74031429,5479.96
23701625,70036640,21753.34
37586492,62796736,20223.19
30388697,23990319,1066.45
82574093,08282958,394.63
53180520,43285921,12667.13
93628297,51764227,21814.08
12264698,19941493,821.04
78350649,01330434,4809.33
57712925,99461126,10383.04
94890020,34066904,4593.65
54369689,02083728,24079.93
60532930,10716137,4844.94
16425149,26139135,20880.32
71016849,94188516,16428.61
75141707,77509086,7326.25
51653583,81228003,3737.73
31227742,32844573,967.99
30465725,31510677,3465.89
14975998,98655366,1038.12
69920127,16202634,24663.67
14998379,63874112,9053.4
63249682,31096218,9510.92
78121850,89933480,23512.91
16904811,53783417,14299.82
05173495,73518242,5265.5
62276658,12709885,2663.87
56207552,89405130,15359.18
49647327,14933240,22371.99
96827024,44479251,21320.31
10440582,51008345,19028.4
37174675,89826713,11227.25
09106987,50858200,20411.7
50098354,56884586,18399.68
43676064,98505159,1435.02
64161204,24230483,9765.92
03128312,82816469,23822.53
56548600,88085913,24228.48
25047233,88229553,17716.32
23723900,34498378,14172.62
60331045,96019221,7830.24
14992285,16019263,20546.73
27524954,09627987,22201.92
47982666,42540816,12084.76
85244405,53825421,24965.8
07823831,83249938,24594.17
70650747,07741852,19796.0
51052478,45147210,5173.77
64670225,03964101,22327.28
66438786,50588633,754.19
71754079,50039630,2404.9
66646259,10432419,799.05
50947867,94954203,20423.88
33590677,62008075,18454.58
60184160,82537807,3773.18
84299222,42560333,5884.96
62036061,55939690,2492.71
48719100,77196378,19380.56
23728264,52991899,6083.3
47115422,62544337,1515.56
00219150,14838224,2450.68
73279266,45846953,12485.9
32503821,75985455,20308.41
08628640,25572131,12122.22
89758434,03079119,16563.57
03153284,84113047,22999.28
07039805,37314668,21865.77
46707888,65327272,22519.64
26104089,11334880,20434.09
71197555,34851982,2246.63
89174142,60441966,10616.67
94399455,53143280,3373.69
39036889,30086494,20063.73
66669586,03570654,1290.61
47057463,34418079,203.85
18667288,96434338,6442.86
77729477,37557096,21654.26
37827083,55484084,13103.78
95845449,96229408,6940.33
80576990,16838598,3694.46
60588524,44625160,9042.19
53074317,47724099,13658.29
65033258,90219214,15897.95
77801890,82778668,9652.97
57219998,15150080,22444.15
60713254,45431333,4788.64
55622325,19952802,20714.9
29650804,04164272,13141.82
49833683,71889801,20768.86
50409549,09411562,21776.19
42078685,49864199,5238.69
70375114,94980363,12809.79
31799270,98292523,24237.26
53157072,06122737,3789.74
55496605,35407690,20033.44
97479444,41440933,22519.41
98659654,89857083,3412.74
34074541,21776953,7338.78
46792808,50935017,10776.04
97864455,51722760,18438.83
32130492,14813092,5825.86
14941702,64522814,11565.34
50795765,80079736,20261.65
14959349,92196728,20735.87
81965311,64901596,11042.99
78404359,60635549,8014.94
26421216,91468536,1996.3
42990642,10368589,20132.54
05315819,39675170,5284.94
23871953,42360483,14698.13
77758149,43057115,11241.23
49064704,81236220,4865.08
12447596,84516091,12076.96
90668371,55192705,4569.98
38004681,84615046,12981.41
42843856,62503778,24022.1
00658072,24058025,19030.54
70658781,16251175,15243.14
91772077,66912439,23081.21
17159579,95494586,17894.57
64804491,34761090,24141.69
19808161,25728361,24864.08
40271736,84404855,10702.75
43017294,07071034,810.79
32559576,39343666,16346.56
52138331,59120636,5624.62
95091983,04046356,6375.01
00775748,34099438,7723.61
64192208,18797541,15149.69
12305506,37083816,20950.04
97929710,90755071,5440.83
81906413,28517559,21307.66
02430676,84859631,15666.74
38871788,27951941,2797.85
88784113,81075003,16398.48
05788514,09738409,11567.69
58226704,70543575,19961.47
20924058,22512260,3201.11
21338014,63762112,21908.02
32326840,64867878,7723.46
73995487,38234354,787.29
26371870,99674045,7215.21
18419610,19467740,12056.11
93068475,70937145,4762.11
29374069,55514521,16741.33
95470108,08726384,8561.61
02711768,79990509,6683.07
82129569,68258979,10007.49
24040709,33479729,10800.21
16785236,02149707,18527.27
59495819,85550490,18062.02
55104777,35811107,18766.46
98340903,36458998,3264.69
12540075,09681880,14002.38
41082577,64474038,16156.11
01718447,82498801,5395.97
94000511,29029907,19637.9
10656600,80526087,3306.18
00589208,13260309,875.62
37929855,08894359,8456.07
76750885,45856655,12144.01
24099424,05316250,6546.81
38119569,18043914,4184.28
20138400,47773011,17142.65
21223693,03706176,261.46
27624081,18748345,10457.33
51774608,24036443,15450.85
16837836,27957585,7753.42
02544151,11167518,23072.82
55558396,63558555,5324.1
79064781,56177909,17577.01
67367948,79129831,17213.39
65471654,43988600,24096.96
77143785,83560682,2560.26
22652256,81840755,3221.2
93016049,32899436,10634.04
80944331,17297752,23236.18
31086691,75079741,19466.33
63944822,16933415,12437.46
18401141,27169360,14602.5
24243445,24346009,2053.07
40098005,52785344,17260.43
67418350,06003630,13264.96
14390326,39274595,13497.57
83757747,02102719,23305.32
91932822,64178660,23481.72
72698167,37927240,11759.01
29893447,23562035,7246.49
20495145,49573695,2986.5
43416400,98676873,23334.19
32017885,30625648,21608.9
11435365,23353022,3025.7
79860352,71432304,3744.94
41504536,31456586,16199.75
09492301,10412497,15569.7
23977310,82249625,24568.24
07862489,98762293,11008.53
51118303,98443116,3980.83
20695446,15632920,10668.94
44185541,76553691,18723.77
53676405,49634525,8230.68
16102590,40069586,2000.32
61837263,91581754,16781.14
98458318,74170340,24664.18
91440150,94075496,2449.69
44931902,12270446,15118.35
41579886,69041068,21853.6
93308786,97945192,16413.61
08233769,28080398,13440.36
35851547,94988949,1678.82
06421656,25074406,14224.38
10240915,04086291,2788.66
53096098,54648432,14745.98
59639015,05689651,14052.32
61642140,52723346,8407.47
56407495,69147869,3173.24
49091489,23592988,24847.84
67045631,36267545,12672.35
07313332,29528998,5075.45
23652743,94108736,3103.98
01679625,78580497,11801.85
99683337,41186107,2895.23
79422987,94362398,10867.57
73282563,83480119,22277.49
50368716,74030880,23868.5
30113978,79434119,23858.09
26422992,74825455,9840.28
46560735,73714033,15364.8
24002592,46367082,10563.65
95000534,45136009,1279.34
52060601,37963651,737.07
96873892,42823094,12837.8
45599873,98084791,10504.61
90112492,68017682,18946.92
02519029,33497433,1787.49
14251443,68737191,10267.65
34813393,55296205,20218.82
62224437,63408324,19265.06
87512052,96072783,5271.59
